+-----------------------------------------------------+------+
| Registry name                                       |   ID |
| thebetweenlands:fortress_teleport                   | 1086 |
| thebetweenlands:frog_death                          | 1138 |
| thebetweenlands:frog_hurt                           | 1139 |
| thebetweenlands:frog_living                         | 1140 |
| thebetweenlands:gas_cloud_death                     | 1119 |
| thebetweenlands:gas_cloud_hurt                      | 1118 |
| thebetweenlands:gas_cloud_living                    | 1117 |
| thebetweenlands:gecko_death                         | 1141 |
| thebetweenlands:gecko_hide                          | 1142 |
| thebetweenlands:gecko_hurt                          | 1143 |
| thebetweenlands:gecko_living                        | 1144 |
| thebetweenlands:gem_singer                          | 1164 |
| thebetweenlands:gem_singer_echo                     | 1165 |
| thebetweenlands:giant_toad_death                    | 1145 |
| thebetweenlands:giant_toad_hurt                     | 1146 |
| thebetweenlands:giant_toad_living                   | 1147 |
| thebetweenlands:greebling_music_1                   | 1012 |
| thebetweenlands:greebling_music_2                   | 1013 |
| thebetweenlands:greebling_vanish                    | 1158 |
| thebetweenlands:grind                               | 1166 |
| thebetweenlands:hag_dance                           | 1021 |
| thebetweenlands:ignite                              | 1046 |
| thebetweenlands:infuser_finished                    | 1167 |
| thebetweenlands:lonely_fire                         | 1022 |
| thebetweenlands:lurker_death                        | 1092 |
| thebetweenlands:lurker_hurt                         | 1090 |
| thebetweenlands:lurker_living                       | 1091 |
| thebetweenlands:onwards                             | 1023 |
| thebetweenlands:peat_mummy_charge                   | 1067 |
| thebetweenlands:peat_mummy_death                    | 1068 |
| thebetweenlands:peat_mummy_emerge                   | 1069 |
| thebetweenlands:peat_mummy_hurt                     | 1070 |
| thebetweenlands:peat_mummy_living                   | 1071 |
| thebetweenlands:portal                              | 1170 |
| thebetweenlands:portal_activate                     | 1171 |
| thebetweenlands:portal_travel                       | 1172 |
| thebetweenlands:portal_trigger                      | 1173 |
| thebetweenlands:possessed_scream                    | 1041 |
| thebetweenlands:purifier                            | 1168 |
| thebetweenlands:pyrad_death                         | 1087 |
| thebetweenlands:pyrad_hurt                          | 1088 |
| thebetweenlands:pyrad_living                        | 1089 |
| thebetweenlands:rejected                            | 1043 |
| thebetweenlands:rift_creak                          | 1049 |
| thebetweenlands:rift_open                           | 1048 |
| thebetweenlands:root_spike_particle_hit             | 1136 |
| thebetweenlands:root_sprite_death                   | 1155 |
| thebetweenlands:root_sprite_hurt                    | 1157 |
| thebetweenlands:root_sprite_living                  | 1156 |
| thebetweenlands:rowboat_row_port                    | 1160 |
| thebetweenlands:rowboat_row_starboard               | 1159 |
| thebetweenlands:rowboat_row_start_port              | 1162 |
| thebetweenlands:rowboat_row_start_starboard         | 1161 |
| thebetweenlands:shockwave_sword                     | 1044 |
| thebetweenlands:snail_death                         | 1148 |
| thebetweenlands:snail_hurt                          | 1149 |
| thebetweenlands:snail_living                        | 1150 |
| thebetweenlands:sorry                               | 1042 |
| thebetweenlands:spike                               | 1040 |
| thebetweenlands:spirit_tree_face_large_death        | 1127 |
| thebetweenlands:spirit_tree_face_large_emerge       | 1130 |
| thebetweenlands:spirit_tree_face_large_living       | 1128 |
| thebetweenlands:spirit_tree_face_large_spit         | 1126 |
| thebetweenlands:spirit_tree_face_small_emerge       | 1129 |
| thebetweenlands:spirit_tree_face_small_living       | 1125 |
| thebetweenlands:spirit_tree_face_small_spit         | 1124 |
| thebetweenlands:spirit_tree_face_spit_root_spikes   | 1132 |
| thebetweenlands:spirit_tree_face_suck               | 1131 |
| thebetweenlands:spirit_tree_spike_trap              | 1133 |
| thebetweenlands:spirit_tree_spike_trap_emerge       | 1134 |
| thebetweenlands:spirit_tree_spikes                  | 1135 |
| thebetweenlands:sporeling_death                     | 1151 |
| thebetweenlands:sporeling_hurt                      | 1152 |
| thebetweenlands:sporeling_living                    | 1153 |
| thebetweenlands:squish                              | 1045 |
| thebetweenlands:stuck_in_the_mud                    | 1024 |
| thebetweenlands:swamp_hag_death                     | 1093 |
| thebetweenlands:swamp_hag_hurt                      | 1094 |
| thebetweenlands:swamp_hag_living                    | 1095 |
| thebetweenlands:swamp_hag_living_1                  | 1096 |
| thebetweenlands:swamp_hag_living_2                  | 1097 |
| thebetweenlands:swamp_hag_living_3                  | 1098 |
| thebetweenlands:swamp_hag_living_4                  | 1099 |
| thebetweenlands:tar_beast_death                     | 1100 |
| thebetweenlands:tar_beast_hurt                      | 1101 |
| thebetweenlands:tar_beast_living                    | 1102 |
| thebetweenlands:tar_beast_step                      | 1103 |
| thebetweenlands:tar_beast_suck                      | 1104 |
| thebetweenlands:temple_guardian_berserker_charge    | 1105 |
| thebetweenlands:temple_guardian_berserker_impact    | 1106 |
| thebetweenlands:temple_guardian_berserker_living    | 1107 |
| thebetweenlands:temple_guardian_death               | 1108 |
| thebetweenlands:temple_guardian_hurt                | 1109 |
| thebetweenlands:temple_guardian_melee_living        | 1110 |
| thebetweenlands:temple_guardian_step                | 1111 |
| thebetweenlands:termite_living                      | 1154 |
| thebetweenlands:the_explorer                        | 1025 |
| thebetweenlands:voodoo_doll                         | 1163 |
| thebetweenlands:wandering_wisps                     | 1026 |
| thebetweenlands:waterlogged                         | 1027 |
| thebetweenlands:wight_attack                        | 1115 |
| thebetweenlands:wight_death                         | 1114 |
| thebetweenlands:wight_hurt                          | 1112 |
| thebetweenlands:wight_moan                          | 1113 |
| wings:item.armor.equip_wings                        |  917 |
| wings:item.wings.flying                             |  918 |
| wizardry:bass_boom                                  |  975 |
| wizardry:bell                                       |  970 |
| wizardry:bell_ting                                  |  963 |
| wizardry:bubbling                                   |  971 |
| wizardry:button_click_in                            |  962 |
| wizardry:button_click_out                           |  961 |
| wizardry:chainy_zap                                 |  976 |
| wizardry:chorus_good                                |  977 |
| wizardry:cold_wind                                  |  978 |
| wizardry:electric_blast                             |  979 |
| wizardry:electric_white_noise                       |  995 |
| wizardry:ethereal                                   |  960 |
| wizardry:ethereal_pass_by                           |  980 |
| wizardry:expl_boom                                  |  973 |
| wizardry:fairy_1                                    |  981 |
| wizardry:fire                                       |  982 |
| wizardry:fireball                                   |  983 |
| wizardry:firesizzleloop                             |  967 |
| wizardry:firework                                   | 1000 |
| wizardry:fizzingloop                                |  966 |
| wizardry:fly                                        |  984 |
| wizardry:frost_form                                 |  985 |
| wizardry:gas_leak                                   |  997 |
| wizardry:glassbreak                                 |  965 |
| wizardry:good_ethereal_chills                       |  956 |
| wizardry:grace                                      |  998 |
| wizardry:hallowed_spirit_shriek                     |  972 |
| wizardry:harp1                                      |  968 |
| wizardry:harp2                                      |  969 |
| wizardry:heal                                       |  986 |
| wizardry:lightning                                  |  987 |
| wizardry:marble_explosion                           | 1001 |
| wizardry:pop                                        |  964 |
| wizardry:proj_launch                                |  974 |
| wizardry:scribbling                                 |  955 |
| wizardry:slow_motion_in                             |  988 |
| wizardry:slow_motion_out                            |  989 |
| wizardry:smoke_blast                                |  990 |
| wizardry:sound_bomb                                 |  999 |
| wizardry:sparkle                                    |  996 |
| wizardry:spell_fail                                 |  954 |
| wizardry:teleport                                   |  991 |
| wizardry:thunder_blast                              |  992 |
| wizardry:whoosh                                     |  959 |
| wizardry:wind                                       |  993 |
| wizardry:wing_flap                                  |  958 |
| wizardry:zap                                        |  994 |
| wizardry:zoom                                       |  957 |
+-----------------------------------------------------+------+
| Registry name                                       |   ID |
+-----------------------------------------------------+------+
