"Mod name","Registry name","Hardness","Resistance"
"Inspirations","inspirations:collector",3.50,17.50
"Inspirations","inspirations:enlightened_bush",0.20,1.00
"Inspirations","inspirations:flower",0.00,0.00
"Inspirations","inspirations:glass_door",0.30,1.50
"Inspirations","inspirations:glass_trapdoor",0.30,1.50
"Inspirations","inspirations:mulch",0.60,3.00
"Inspirations","inspirations:path",1.50,30.00
"Inspirations","inspirations:pipe",3.00,24.00
"Inspirations","inspirations:redstone_barrel",1.50,30.00
"Inspirations","inspirations:redstone_charge",0.00,0.00
"Inspirations","inspirations:redstone_torch_lever",0.00,0.00
"Inspirations","inspirations:redstone_torch_lever_powered",0.00,0.00
"Inspirations","inspirations:rope",0.50,2.50
"Inspirations","inspirations:sugar_cane_crop",0.00,0.00
"Inspirations","inspirations:torch_lever",0.00,0.00
"Kathairis","kathairis:baurble",0.00,0.00
"Kathairis","kathairis:bison_stars",0.00,0.00
"Kathairis","kathairis:block_iron_gold",5.00,15.00
"Kathairis","kathairis:bluecloud",0.50,1.50
"Kathairis","kathairis:bluecloudbricks",1.00,3.00
"Kathairis","kathairis:bluecondensedcloud",1.00,3.00
"Kathairis","kathairis:bluecrystal",3.00,9.00
"Kathairis","kathairis:bluefruitplant",0.00,0.00
"Kathairis","kathairis:bonebricks",1.00,3.00
"Kathairis","kathairis:butterflyflower",0.00,0.00
"Kathairis","kathairis:charger",3.00,9.00
"Kathairis","kathairis:chiseledbonebricks",1.00,3.00
"Kathairis","kathairis:christmas_gift",0.00,0.00
"Kathairis","kathairis:cloudparticleemitter",-1.00,1.50
"Kathairis","kathairis:corrupteddirt",2.00,6.00
"Kathairis","kathairis:corruptedgrass",2.00,6.00
"Kathairis","kathairis:cursedflower",0.00,0.00
"Kathairis","kathairis:deadlichen",0.00,0.00
"Kathairis","kathairis:easteregg",0.00,0.00
"Kathairis","kathairis:energyshard",1.00,3.00
"Kathairis","kathairis:eyeplant",0.00,0.00
"Kathairis","kathairis:forgottensand",1.50,4.50
"Kathairis","kathairis:gecko_eggs",0.50,1.50
"Kathairis","kathairis:gemsore",5.00,45.00
"Kathairis","kathairis:gooseberryblock",0.00,0.00
"Kathairis","kathairis:hardenedweatheredrock",2.50,7.50
"Kathairis","kathairis:hardenedweatheredrockbricks",2.50,7.50
"Kathairis","kathairis:hardenedweatheredrockbricksstairs",2.50,7.50
"Kathairis","kathairis:hardenedweatheredrockstairs",2.50,7.50
"Kathairis","kathairis:hardenedweatheredrocktiles",2.50,7.50
"Kathairis","kathairis:hardenedweatheredrockwall",2.50,7.50
"Kathairis","kathairis:jadevine_bottom",0.10,0.30
"Kathairis","kathairis:jadevine_empty",0.10,0.30
"Kathairis","kathairis:jadevine_mid",0.10,0.30
"Kathairis","kathairis:jadevine_top",0.10,0.30
"Kathairis","kathairis:layered_sand",1.00,3.00
"Kathairis","kathairis:luminescentgnarl",1.00,3.00
"Kathairis","kathairis:magicbeans",0.00,0.00
"Kathairis","kathairis:magnethium",10.00,30.00
"Kathairis","kathairis:movingsand",1.50,4.50
"Kathairis","kathairis:mudblock",1.50,4.50
"Kathairis","kathairis:mudbricks",2.00,6.00
"Kathairis","kathairis:mystic_gem_block",5.00,15.00
"Kathairis","kathairis:mystic_wood_door",4.00,12.00
"Kathairis","kathairis:mystic_wood_trap_door",3.00,9.00
"Kathairis","kathairis:mysticdeadgrass",0.00,0.00
"Kathairis","kathairis:mysticflower",0.00,0.00
"Kathairis","kathairis:mysticfungus",0.00,0.00
"Kathairis","kathairis:mysticleaves",0.50,0.30
"Kathairis","kathairis:mysticlog",3.00,9.00
"Kathairis","kathairis:mysticlogbark",3.00,9.00
"Kathairis","kathairis:mysticminigrass",0.00,0.00
"Kathairis","kathairis:mysticmultigrass",0.00,0.00
"Kathairis","kathairis:mysticnightflower",0.00,0.00
"Kathairis","kathairis:mysticplanks",4.00,12.00
"Kathairis","kathairis:mysticportal",-1.00,-3.00
"Kathairis","kathairis:mysticsapling",0.00,0.00
"Kathairis","kathairis:mystictallgrass",0.00,0.00
"Kathairis","kathairis:mysticwooddoubleslab",3.00,9.00
"Kathairis","kathairis:mysticwoodfence",4.00,12.00
"Kathairis","kathairis:mysticwoodfencegate",4.00,12.00
"Kathairis","kathairis:mysticwoodhalfslab",3.00,9.00
"Kathairis","kathairis:mysticwoodstairs",4.00,12.00
"Kathairis","kathairis:mythic_cobblestone",2.50,7.50
"Kathairis","kathairis:mythic_stone_bricks",2.50,7.50
"Kathairis","kathairis:mythicstone",2.50,7.50
"Kathairis","kathairis:mythicstonepillar",3.00,9.00
"Kathairis","kathairis:mythicstonestairs",2.50,7.50
"Kathairis","kathairis:mythicstonestandingsign",0.00,0.00
"Kathairis","kathairis:mythicstonetiles",2.50,7.50
"Kathairis","kathairis:mythicstonewall",2.50,7.50
"Kathairis","kathairis:mythicstonewallsign",0.00,0.00
"Kathairis","kathairis:plant_blue_cloud",0.00,0.00
"Kathairis","kathairis:plant_yellow_cloud",0.00,0.00
"Kathairis","kathairis:redwood_log_full",4.00,12.00
"Kathairis","kathairis:redwood_log_size_1",4.00,12.00
"Kathairis","kathairis:redwood_log_size_2",4.00,12.00
"Kathairis","kathairis:redwood_log_size_3",4.00,12.00
"Kathairis","kathairis:redwood_log_size_4",4.00,12.00
"Kathairis","kathairis:redwood_log_size_5",4.00,12.00
"Kathairis","kathairis:redwood_log_size_6",4.00,12.00
"Kathairis","kathairis:redwood_planks",4.00,12.00
"Kathairis","kathairis:refined_cloud_blue",2.00,6.00
"Kathairis","kathairis:refined_cloud_yellow",2.00,6.00
"Kathairis","kathairis:revenumore",25.00,150.00
"Kathairis","kathairis:shiny_wood_door",4.00,12.00
"Kathairis","kathairis:shiny_wood_trap_door",3.00,9.00
"Kathairis","kathairis:shinyleaves",0.50,0.30
"Kathairis","kathairis:shinylog",3.00,9.00
"Kathairis","kathairis:shinylogbark",3.00,9.00
"Kathairis","kathairis:shinyplanks",4.00,12.00
"Kathairis","kathairis:shinyrock",5.00,15.00
"Kathairis","kathairis:shinytreesapling",0.00,0.00
"Kathairis","kathairis:shinywooddoubleslab",3.00,9.00
"Kathairis","kathairis:shinywoodfence",4.00,12.00
"Kathairis","kathairis:shinywoodfencegate",4.00,12.00
"Kathairis","kathairis:shinywoodhalfslab",3.00,9.00
"Kathairis","kathairis:shinywoodstairs",4.00,12.00
"Kathairis","kathairis:snowdrop_cyprepedium",0.00,0.00
"Kathairis","kathairis:solis_crystals",5.00,15.00
"Kathairis","kathairis:soul_wood_door",4.00,12.00
"Kathairis","kathairis:soul_wood_trap_door",3.00,9.00
"Kathairis","kathairis:soulleaves",0.50,0.30
"Kathairis","kathairis:soullog",3.00,9.00
"Kathairis","kathairis:soullogbark",3.00,9.00
"Kathairis","kathairis:soulplanks",4.00,12.00
"Kathairis","kathairis:soulsapling",0.00,0.00
"Kathairis","kathairis:soulstonebricks",1.00,3.00
"Kathairis","kathairis:soulstonebrickswithbones",1.00,3.00
"Kathairis","kathairis:soulwooddoubleslab",3.00,9.00
"Kathairis","kathairis:soulwoodhalfslab",3.00,9.00
"Kathairis","kathairis:soulwoodstairs",4.00,12.00
"Kathairis","kathairis:steppedsucculent",0.00,0.00
"Kathairis","kathairis:stripped_mystic_log",3.00,9.00
"Kathairis","kathairis:stripped_shiny_log",3.00,9.00
"Kathairis","kathairis:stripped_soul_log",3.00,9.00
"Kathairis","kathairis:succulent",0.00,0.00
"Kathairis","kathairis:swampgas",-1.00,1.50
"Kathairis","kathairis:titaniumblock",7.00,60.00
"Kathairis","kathairis:titaniumore",5.00,45.00
"Kathairis","kathairis:turtleshellplate",4.00,29997.00
"Kathairis","kathairis:violetcrystal",3.00,9.00
"Kathairis","kathairis:weatheredrock",1.50,4.50
"Kathairis","kathairis:yellowcloud",0.50,1.50
"Kathairis","kathairis:yellowcloudblock",1.00,3.00
"Kathairis","kathairis:yellowcondensedcloud",1.00,3.00
"Kathairis","kathairis:yellowcrystal",3.00,9.00
"MCMultiPart","mcmultipart:multipart",0.00,0.00
"MalisisDoors","malisisdoors:big_door_acacia_3x3",0.00,30.00
"MalisisDoors","malisisdoors:big_door_birch_3x3",0.00,30.00
"MalisisDoors","malisisdoors:big_door_dark_oak_3x3",0.00,30.00
"MalisisDoors","malisisdoors:big_door_iron_3x3",0.00,600.00
"MalisisDoors","malisisdoors:big_door_jungle_3x3",0.00,30.00
"MalisisDoors","malisisdoors:big_door_oak_3x3",0.00,30.00
"MalisisDoors","malisisdoors:big_door_rusty_3x3",0.00,600.00
"MalisisDoors","malisisdoors:big_door_spruce_3x3",0.00,30.00
"MalisisDoors","malisisdoors:camofencegate",2.00,15.00
"MalisisDoors","malisisdoors:carriage_door",5.00,30.00
"MalisisDoors","malisisdoors:curtain_black",2.00,10.00
"MalisisDoors","malisisdoors:curtain_blue",2.00,10.00
"MalisisDoors","malisisdoors:curtain_brown",2.00,10.00
"MalisisDoors","malisisdoors:curtain_cyan",2.00,10.00
"MalisisDoors","malisisdoors:curtain_gray",2.00,10.00
"MalisisDoors","malisisdoors:curtain_green",2.00,10.00
"MalisisDoors","malisisdoors:curtain_light_blue",2.00,10.00
"MalisisDoors","malisisdoors:curtain_lime",2.00,10.00
"MalisisDoors","malisisdoors:curtain_magenta",2.00,10.00
"MalisisDoors","malisisdoors:curtain_orange",2.00,10.00
"MalisisDoors","malisisdoors:curtain_pink",2.00,10.00
"MalisisDoors","malisisdoors:curtain_purple",2.00,10.00
"MalisisDoors","malisisdoors:curtain_red",2.00,10.00
"MalisisDoors","malisisdoors:curtain_silver",2.00,10.00
"MalisisDoors","malisisdoors:curtain_white",2.00,10.00
"MalisisDoors","malisisdoors:curtain_yellow",2.00,10.00
"MalisisDoors","malisisdoors:customdoor",3.00,15.00
"MalisisDoors","malisisdoors:door_factory",3.00,15.00
"MalisisDoors","malisisdoors:factory_door",4.00,20.00
"MalisisDoors","malisisdoors:forcefielddoor",-1.00,180000000.00
"MalisisDoors","malisisdoors:garage_door",2.00,10.00
"MalisisDoors","malisisdoors:hitechdoor",4.00,20.00
"MalisisDoors","malisisdoors:iron_sliding_door",3.00,15.00
"MalisisDoors","malisisdoors:jail_door",5.00,25.00
"MalisisDoors","malisisdoors:laboratory_door",4.00,20.00
"MalisisDoors","malisisdoors:medieval_door",5.00,30.00
"MalisisDoors","malisisdoors:rustyhatch",3.00,30000.00
"MalisisDoors","malisisdoors:rustyladder",2.00,10.00
"MalisisDoors","malisisdoors:saloon",2.50,12.50
"MalisisDoors","malisisdoors:shoji_door",1.00,5.00
"MalisisDoors","malisisdoors:sliding_trapdoor",4.00,20.00
"MalisisDoors","malisisdoors:trapdoor_acacia",4.00,20.00
"MalisisDoors","malisisdoors:trapdoor_birch",4.00,20.00
"MalisisDoors","malisisdoors:trapdoor_dark_oak",4.00,20.00
"MalisisDoors","malisisdoors:trapdoor_jungle",4.00,20.00
"MalisisDoors","malisisdoors:trapdoor_spruce",4.00,20.00
"MalisisDoors","malisisdoors:verticalhatch",3.50,17.50
"MalisisDoors","malisisdoors:wood_sliding_door",2.00,10.00
"MeeCreeps","meecreeps:creepcube",0.00,0.00
"MeeCreeps","meecreeps:portalblock",0.00,0.00
"MetalChests","metalchests:hungry_metal_chest",3.00,15.00
"MetalChests","metalchests:metal_chest",3.00,15.00
"Minecraft","minecraft:acacia_door",3.00,15.00
"Minecraft","minecraft:acacia_fence",2.00,15.00
"Minecraft","minecraft:acacia_fence_gate",2.00,15.00
"Minecraft","minecraft:acacia_stairs",2.00,15.00
"Minecraft","minecraft:activator_rail",0.70,3.50
"Minecraft","minecraft:air",0.00,0.00
"Minecraft","minecraft:anvil",5.00,6000.00
"Minecraft","minecraft:barrier",-1.00,18000004.00
"Minecraft","minecraft:beacon",3.00,15.00
"Minecraft","minecraft:bed",0.20,1.00
"Minecraft","minecraft:bedrock",-1.00,18000000.00
"Minecraft","minecraft:beetroots",0.00,0.00
"Minecraft","minecraft:birch_door",3.00,15.00
"Minecraft","minecraft:birch_fence",2.00,15.00
"Minecraft","minecraft:birch_fence_gate",2.00,15.00
"Minecraft","minecraft:birch_stairs",2.00,15.00
"Minecraft","minecraft:black_glazed_terracotta",1.40,7.00
"Minecraft","minecraft:black_shulker_box",2.00,6000.00
"Minecraft","minecraft:blue_glazed_terracotta",1.40,7.00
"Minecraft","minecraft:blue_shulker_box",2.00,6000.00
"Minecraft","minecraft:bone_block",2.00,10.00
"Minecraft","minecraft:bookshelf",1.50,7.50
"Minecraft","minecraft:brewing_stand",0.50,2.50
"Minecraft","minecraft:brick_block",2.00,30.00
"Minecraft","minecraft:brick_stairs",2.00,30.00
"Minecraft","minecraft:brown_glazed_terracotta",1.40,7.00
"Minecraft","minecraft:brown_mushroom",0.00,0.00
"Minecraft","minecraft:brown_mushroom_block",0.20,1.00
"Minecraft","minecraft:brown_shulker_box",2.00,6000.00
"Minecraft","minecraft:cactus",0.40,2.00
"Minecraft","minecraft:cake",0.50,2.50
"Minecraft","minecraft:carpet",0.10,0.50
"Minecraft","minecraft:carrots",0.00,0.00
"Minecraft","minecraft:cauldron",2.00,10.00
"Minecraft","minecraft:chain_command_block",-1.00,18000000.00
"Minecraft","minecraft:chest",2.50,12.50
"Minecraft","minecraft:chorus_flower",0.40,2.00
"Minecraft","minecraft:chorus_plant",0.40,2.00
"Minecraft","minecraft:clay",0.60,3.00
"Minecraft","minecraft:coal_block",5.00,30.00
"Minecraft","minecraft:coal_ore",3.00,15.00
"Minecraft","minecraft:cobblestone",2.00,30.00
"Minecraft","minecraft:cobblestone_wall",2.00,30.00
"Minecraft","minecraft:cocoa",0.20,15.00
"Minecraft","minecraft:command_block",-1.00,18000000.00
"Minecraft","minecraft:concrete",1.80,9.00
"Minecraft","minecraft:concrete_powder",0.50,2.50
"Minecraft","minecraft:crafting_table",2.50,12.50
"Minecraft","minecraft:cyan_glazed_terracotta",1.40,7.00
"Minecraft","minecraft:cyan_shulker_box",2.00,6000.00
"Minecraft","minecraft:dark_oak_door",3.00,15.00
"Minecraft","minecraft:dark_oak_fence",2.00,15.00
"Minecraft","minecraft:dark_oak_fence_gate",2.00,15.00
"Minecraft","minecraft:dark_oak_stairs",2.00,15.00
"Minecraft","minecraft:daylight_detector",0.20,1.00
"Minecraft","minecraft:daylight_detector_inverted",0.20,1.00
"Minecraft","minecraft:deadbush",0.00,0.00
"Minecraft","minecraft:detector_rail",0.70,3.50
"Minecraft","minecraft:diamond_block",5.00,30.00
"Minecraft","minecraft:diamond_ore",3.00,15.00
"Minecraft","minecraft:dirt",0.50,2.50
"Minecraft","minecraft:dispenser",3.50,17.50
"Minecraft","minecraft:double_plant",0.00,0.00
"Minecraft","minecraft:double_stone_slab",2.00,30.00
"Minecraft","minecraft:double_stone_slab2",2.00,30.00
"Minecraft","minecraft:double_wooden_slab",2.00,15.00
"Minecraft","minecraft:dragon_egg",3.00,45.00
"Minecraft","minecraft:dropper",3.50,17.50
"Minecraft","minecraft:emerald_block",5.00,30.00
"Minecraft","minecraft:emerald_ore",3.00,15.00
"Minecraft","minecraft:enchanting_table",5.00,6000.00
"Minecraft","minecraft:end_bricks",0.80,4.00
"Minecraft","minecraft:end_gateway",-1.00,18000000.00
"Minecraft","minecraft:end_portal",-1.00,18000000.00
"Minecraft","minecraft:end_portal_frame",-1.00,18000000.00
"Minecraft","minecraft:end_rod",0.00,0.00
"Minecraft","minecraft:end_stone",3.00,45.00
"Minecraft","minecraft:ender_chest",22.50,3000.00
"Minecraft","minecraft:farmland",0.60,3.00
"Minecraft","minecraft:fence",2.00,15.00
"Minecraft","minecraft:fence_gate",2.00,15.00
"Minecraft","minecraft:fire",0.00,0.00
"Minecraft","minecraft:flower_pot",0.00,0.00
"Minecraft","minecraft:flowing_lava",100.00,500.00
"Minecraft","minecraft:flowing_water",100.00,500.00
"Minecraft","minecraft:frosted_ice",0.50,2.50
"Minecraft","minecraft:furnace",3.50,17.50
"Minecraft","minecraft:glass",0.30,1.50
"Minecraft","minecraft:glass_pane",0.30,1.50
"Minecraft","minecraft:glowstone",0.30,1.50
"Minecraft","minecraft:gold_block",3.00,30.00
"Minecraft","minecraft:gold_ore",3.00,15.00
"Minecraft","minecraft:golden_rail",0.70,3.50
"Minecraft","minecraft:grass",0.60,3.00
"Minecraft","minecraft:grass_path",0.65,3.25
"Minecraft","minecraft:gravel",0.60,3.00
"Minecraft","minecraft:gray_glazed_terracotta",1.40,7.00
"Minecraft","minecraft:gray_shulker_box",2.00,6000.00
"Minecraft","minecraft:green_glazed_terracotta",1.40,7.00
"Minecraft","minecraft:green_shulker_box",2.00,6000.00
"Minecraft","minecraft:hardened_clay",1.25,21.00
"Minecraft","minecraft:hay_block",0.50,2.50
"Minecraft","minecraft:heavy_weighted_pressure_plate",0.50,2.50
"Minecraft","minecraft:hopper",3.00,24.00
"Minecraft","minecraft:ice",0.50,2.50
"Minecraft","minecraft:iron_bars",5.00,30.00
"Minecraft","minecraft:iron_block",5.00,30.00
"Minecraft","minecraft:iron_door",5.00,25.00
"Minecraft","minecraft:iron_ore",3.00,15.00
"Minecraft","minecraft:iron_trapdoor",5.00,25.00
"Minecraft","minecraft:jukebox",2.00,30.00
"Minecraft","minecraft:jungle_door",3.00,15.00
"Minecraft","minecraft:jungle_fence",2.00,15.00
"Minecraft","minecraft:jungle_fence_gate",2.00,15.00
"Minecraft","minecraft:jungle_stairs",2.00,15.00
"Minecraft","minecraft:ladder",0.40,2.00
"Minecraft","minecraft:lapis_block",3.00,15.00
"Minecraft","minecraft:lapis_ore",3.00,15.00
"Minecraft","minecraft:lava",100.00,500.00
"Minecraft","minecraft:leaves",0.20,1.00
"Minecraft","minecraft:leaves2",0.20,1.00
"Minecraft","minecraft:lever",0.50,2.50
"Minecraft","minecraft:light_blue_glazed_terracotta",1.40,7.00
"Minecraft","minecraft:light_blue_shulker_box",2.00,6000.00
"Minecraft","minecraft:light_weighted_pressure_plate",0.50,2.50
"Minecraft","minecraft:lime_glazed_terracotta",1.40,7.00
"Minecraft","minecraft:lime_shulker_box",2.00,6000.00
"Minecraft","minecraft:lit_furnace",3.50,17.50
"Minecraft","minecraft:lit_pumpkin",1.00,5.00
"Minecraft","minecraft:lit_redstone_lamp",0.30,1.50
"Minecraft","minecraft:lit_redstone_ore",3.00,15.00
"Minecraft","minecraft:log",2.00,10.00
"Minecraft","minecraft:log2",2.00,10.00
"Minecraft","minecraft:magenta_glazed_terracotta",1.40,7.00
"Minecraft","minecraft:magenta_shulker_box",2.00,6000.00
"Minecraft","minecraft:magma",0.50,2.50
"Minecraft","minecraft:melon_block",1.00,5.00
"Minecraft","minecraft:melon_stem",0.00,0.00
"Minecraft","minecraft:mob_spawner",5.00,25.00
"Minecraft","minecraft:monster_egg",0.75,3.75
"Minecraft","minecraft:mossy_cobblestone",2.00,30.00
"Minecraft","minecraft:mycelium",0.60,3.00
"Minecraft","minecraft:nether_brick",2.00,30.00
"Minecraft","minecraft:nether_brick_fence",2.00,30.00
"Minecraft","minecraft:nether_brick_stairs",2.00,30.00
"Minecraft","minecraft:nether_wart",0.00,0.00
"Minecraft","minecraft:nether_wart_block",1.00,5.00
"Minecraft","minecraft:netherrack",0.40,2.00
"Minecraft","minecraft:noteblock",0.80,4.00
"Minecraft","minecraft:oak_stairs",2.00,15.00
"Minecraft","minecraft:observer",3.00,15.00
"Minecraft","minecraft:obsidian",50.00,6000.00
"Minecraft","minecraft:orange_glazed_terracotta",1.40,7.00
"Minecraft","minecraft:orange_shulker_box",2.00,6000.00
"Minecraft","minecraft:packed_ice",0.50,2.50
"Minecraft","minecraft:pink_glazed_terracotta",1.40,7.00
"Minecraft","minecraft:pink_shulker_box",2.00,6000.00
"Minecraft","minecraft:piston",0.50,2.50
"Minecraft","minecraft:piston_extension",-1.00,0.00
"Minecraft","minecraft:piston_head",0.50,2.50
"Minecraft","minecraft:planks",2.00,15.00
"Minecraft","minecraft:portal",-1.00,0.00
"Minecraft","minecraft:potatoes",0.00,0.00
"Minecraft","minecraft:powered_comparator",0.00,0.00
"Minecraft","minecraft:powered_repeater",0.00,0.00
"Minecraft","minecraft:prismarine",1.50,30.00
"Minecraft","minecraft:pumpkin",1.00,5.00
"Minecraft","minecraft:pumpkin_stem",0.00,0.00
"Minecraft","minecraft:purple_glazed_terracotta",1.40,7.00
"Minecraft","minecraft:purple_shulker_box",2.00,6000.00
"Minecraft","minecraft:purpur_block",1.50,30.00
"Minecraft","minecraft:purpur_double_slab",2.00,30.00
"Minecraft","minecraft:purpur_pillar",1.50,30.00
"Minecraft","minecraft:purpur_slab",2.00,30.00
"Minecraft","minecraft:purpur_stairs",1.50,30.00
"Minecraft","minecraft:quartz_block",0.80,4.00
"Minecraft","minecraft:quartz_ore",3.00,15.00
"Minecraft","minecraft:quartz_stairs",0.80,4.00
"Minecraft","minecraft:rail",0.70,3.50
"Minecraft","minecraft:red_flower",0.00,0.00
"Minecraft","minecraft:red_glazed_terracotta",1.40,7.00
"Minecraft","minecraft:red_mushroom",0.00,0.00
"Minecraft","minecraft:red_mushroom_block",0.20,1.00
"Minecraft","minecraft:red_nether_brick",2.00,30.00
"Minecraft","minecraft:red_sandstone",0.80,4.00
"Minecraft","minecraft:red_sandstone_stairs",0.80,4.00
"Minecraft","minecraft:red_shulker_box",2.00,6000.00
"Minecraft","minecraft:redstone_block",5.00,30.00
"Minecraft","minecraft:redstone_lamp",0.30,1.50
"Minecraft","minecraft:redstone_ore",3.00,15.00
"Minecraft","minecraft:redstone_torch",0.00,0.00
"Minecraft","minecraft:redstone_wire",0.00,0.00
"Minecraft","minecraft:reeds",0.00,0.00
"Minecraft","minecraft:repeating_command_block",-1.00,18000000.00
"Minecraft","minecraft:sand",0.50,2.50
"Minecraft","minecraft:sandstone",0.80,4.00
"Minecraft","minecraft:sandstone_stairs",0.80,4.00
"Minecraft","minecraft:sapling",0.00,0.00
"Minecraft","minecraft:sea_lantern",0.30,1.50
"Minecraft","minecraft:silver_glazed_terracotta",1.40,7.00
"Minecraft","minecraft:silver_shulker_box",2.00,6000.00
"Minecraft","minecraft:skull",1.00,5.00
"Minecraft","minecraft:slime",0.00,0.00
"Minecraft","minecraft:snow",0.20,1.00
"Minecraft","minecraft:snow_layer",0.10,0.50
"Minecraft","minecraft:soul_sand",0.50,2.50
"Minecraft","minecraft:sponge",0.60,3.00
"Minecraft","minecraft:spruce_door",3.00,15.00
"Minecraft","minecraft:spruce_fence",2.00,15.00
"Minecraft","minecraft:spruce_fence_gate",2.00,15.00
"Minecraft","minecraft:spruce_stairs",2.00,15.00
"Minecraft","minecraft:stained_glass",0.30,1.50
"Minecraft","minecraft:stained_glass_pane",0.30,1.50
"Minecraft","minecraft:stained_hardened_clay",1.25,21.00
"Minecraft","minecraft:standing_banner",1.00,5.00
"Minecraft","minecraft:standing_sign",1.00,5.00
"Minecraft","minecraft:sticky_piston",0.50,2.50
"Minecraft","minecraft:stone",1.50,30.00
"Minecraft","minecraft:stone_brick_stairs",1.50,30.00
"Minecraft","minecraft:stone_button",0.50,2.50
"Minecraft","minecraft:stone_pressure_plate",0.50,2.50
"Minecraft","minecraft:stone_slab",2.00,30.00
"Minecraft","minecraft:stone_slab2",2.00,30.00
"Minecraft","minecraft:stone_stairs",2.00,30.00
"Minecraft","minecraft:stonebrick",1.50,30.00
"Minecraft","minecraft:structure_block",-1.00,18000000.00
"Minecraft","minecraft:structure_void",0.00,0.00
"Minecraft","minecraft:tallgrass",0.00,0.00
"Minecraft","minecraft:tnt",0.00,0.00
"Minecraft","minecraft:torch",0.00,0.00
"Minecraft","minecraft:trapdoor",3.00,15.00
"Minecraft","minecraft:trapped_chest",2.50,12.50
"Minecraft","minecraft:tripwire",0.00,0.00
"Minecraft","minecraft:tripwire_hook",0.00,0.00
"Minecraft","minecraft:unlit_redstone_torch",0.00,0.00
"Minecraft","minecraft:unpowered_comparator",0.00,0.00
"Minecraft","minecraft:unpowered_repeater",0.00,0.00
"Minecraft","minecraft:vine",0.20,1.00
"Minecraft","minecraft:wall_banner",1.00,5.00
"Minecraft","minecraft:wall_sign",1.00,5.00
"Minecraft","minecraft:water",100.00,500.00
"Minecraft","minecraft:waterlily",0.00,0.00
"Minecraft","minecraft:web",4.00,20.00
"Minecraft","minecraft:wheat",0.00,0.00
"Minecraft","minecraft:white_glazed_terracotta",1.40,7.00
"Minecraft","minecraft:white_shulker_box",2.00,6000.00
"Minecraft","minecraft:wooden_button",0.50,2.50
"Minecraft","minecraft:wooden_door",3.00,15.00
"Minecraft","minecraft:wooden_pressure_plate",0.50,2.50
"Minecraft","minecraft:wooden_slab",2.00,15.00
"Minecraft","minecraft:wool",0.80,4.00
"Minecraft","minecraft:yellow_flower",0.00,0.00
"Minecraft","minecraft:yellow_glazed_terracotta",1.40,7.00
"Minecraft","minecraft:yellow_shulker_box",2.00,6000.00
"Misty World","mist:a_tree_block",3.00,15.00
"Misty World","mist:a_tree_branch",3.00,15.00
"Misty World","mist:a_tree_leaves",0.20,1.00
"Misty World","mist:a_tree_slab",3.00,15.00
"Misty World","mist:a_tree_stairs",3.00,15.00
"Misty World","mist:a_tree_step",3.00,15.00
"Misty World","mist:a_tree_trunk",3.00,15.00
"Misty World","mist:acacia_block",4.00,20.00
"Misty World","mist:acacia_branch",4.00,20.00
"Misty World","mist:acacia_leaves",0.20,1.00
"Misty World","mist:acacia_slab",4.00,20.00
"Misty World","mist:acacia_stairs",4.00,20.00
"Misty World","mist:acacia_step",4.00,20.00
"Misty World","mist:acacia_trunk",4.00,20.00
"Misty World","mist:acid_block",0.00,0.00
"Misty World","mist:acid_dirt_0",0.70,3.50
"Misty World","mist:acid_dirt_1",0.60,3.00
"Misty World","mist:acid_dirt_2",0.50,2.50
"Misty World","mist:acid_grass_0",0.70,3.50
"Misty World","mist:acid_grass_1",0.60,3.00
"Misty World","mist:acid_grass_2",0.50,2.50
"Misty World","mist:acid_sand",0.50,2.50
"Misty World","mist:aspen_block",4.00,20.00
"Misty World","mist:aspen_branch",4.00,20.00
"Misty World","mist:aspen_leaves",0.20,1.00
"Misty World","mist:aspen_slab",4.00,20.00
"Misty World","mist:aspen_stairs",4.00,20.00
"Misty World","mist:aspen_step",4.00,20.00
"Misty World","mist:aspen_trunk",4.00,20.00
"Misty World","mist:bio_shale_block",5.00,30.00
"Misty World","mist:bio_shale_ore",5.00,60.00
"Misty World","mist:birch_block",4.00,20.00
"Misty World","mist:birch_branch",4.00,20.00
"Misty World","mist:birch_leaves",0.20,1.00
"Misty World","mist:birch_slab",4.00,20.00
"Misty World","mist:birch_stairs",4.00,20.00
"Misty World","mist:birch_step",4.00,20.00
"Misty World","mist:birch_trunk",4.00,20.00
"Misty World","mist:camp_stick",0.40,2.00
"Misty World","mist:campfire",0.50,2.50
"Misty World","mist:clay",1.50,7.50
"Misty World","mist:cobblestone",3.00,30.00
"Misty World","mist:cobblestone_slab",3.00,30.00
"Misty World","mist:cobblestone_stairs",3.00,30.00
"Misty World","mist:cobblestone_step",3.00,30.00
"Misty World","mist:compost_heap",0.50,2.50
"Misty World","mist:dirt_c",0.60,3.00
"Misty World","mist:dirt_f",0.50,2.50
"Misty World","mist:dirt_r",0.70,3.50
"Misty World","mist:dirt_s",0.40,2.00
"Misty World","mist:dirt_t",0.50,2.50
"Misty World","mist:farmland_c",0.60,3.00
"Misty World","mist:farmland_f",0.50,2.50
"Misty World","mist:farmland_h",0.60,3.00
"Misty World","mist:farmland_r",0.70,3.50
"Misty World","mist:farmland_s",0.40,2.00
"Misty World","mist:farmland_t",0.50,2.50
"Misty World","mist:filter_coal_block",5.00,30.00
"Misty World","mist:filter_coal_ore",100.00,3000.00
"Misty World","mist:floating_mat",0.70,3.50
"Misty World","mist:flower_pot",0.00,0.00
